run_name,model,best_test_acc,best_test_macro_f1,best_test_event_synops,final_test_acc,final_test_macro_f1,final_test_event_synops,csv_path,summary_path,best_model_path,final_model_path,status
srm__id034__tr2p5__trefr12__vth0p5__lr0p0008__a6__ig1p2__ls1,srm,0.9759,0.975659481075315,78817465000.0,0.9755,0.9752047640877116,78784989500.0,./result/fintune/runs/srm__id034__tr2p5__trefr12__vth0p5__lr0p0008__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_184752.csv,./result/fintune/runs/srm__id034__tr2p5__trefr12__vth0p5__lr0p0008__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_184752_summary.json,./result/fintune/runs/srm__id034__tr2p5__trefr12__vth0p5__lr0p0008__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_184752_best_model.pth,./result/fintune/runs/srm__id034__tr2p5__trefr12__vth0p5__lr0p0008__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_184752_final_model.pth,DONE
srm__id036__tr3__trefr6__vth0p5__lr0p0008__a6__ig1__ls0p8,srm,0.9765,0.9762360596978972,78656757500.0,0.9749,0.9746616888880142,78618634000.0,./result/fintune/runs/srm__id036__tr3__trefr6__vth0p5__lr0p0008__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_191435.csv,./result/fintune/runs/srm__id036__tr3__trefr6__vth0p5__lr0p0008__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_191435_summary.json,./result/fintune/runs/srm__id036__tr3__trefr6__vth0p5__lr0p0008__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_191435_best_model.pth,./result/fintune/runs/srm__id036__tr3__trefr6__vth0p5__lr0p0008__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_191435_final_model.pth,DONE
srm__id037__tr3__trefr10__vth1__lr0p0008__a6__ig0p8__ls0p8,srm,0.9738,0.9736262019699548,81298219500.0,0.9727,0.9725197817934716,81292907000.0,./result/fintune/runs/srm__id037__tr3__trefr10__vth1__lr0p0008__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_191435.csv,./result/fintune/runs/srm__id037__tr3__trefr10__vth1__lr0p0008__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_191435_summary.json,./result/fintune/runs/srm__id037__tr3__trefr10__vth1__lr0p0008__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_191435_best_model.pth,./result/fintune/runs/srm__id037__tr3__trefr10__vth1__lr0p0008__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_191435_final_model.pth,DONE
srm__id038__tr4__trefr10__vth0p7__lr0p0005__a4__ig1__ls0p8,srm,0.9766,0.9764698417642638,83063985000.0,0.9756,0.9754650898683436,83055909000.0,./result/fintune/runs/srm__id038__tr4__trefr10__vth0p7__lr0p0005__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_194122.csv,./result/fintune/runs/srm__id038__tr4__trefr10__vth0p7__lr0p0005__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_194122_summary.json,./result/fintune/runs/srm__id038__tr4__trefr10__vth0p7__lr0p0005__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_194122_best_model.pth,./result/fintune/runs/srm__id038__tr4__trefr10__vth0p7__lr0p0005__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_194122_final_model.pth,DONE
srm__id039__tr1p5__trefr10__vth0p7__lr0p0008__a8__ig0p8__ls1,srm,0.976,0.975897420439554,79081171500.0,0.9746,0.9744338338984376,79068096500.0,./result/fintune/runs/srm__id039__tr1p5__trefr10__vth0p7__lr0p0008__a8__ig0p8__ls1/MNIST_srm_FF_v2_20260414_194122.csv,./result/fintune/runs/srm__id039__tr1p5__trefr10__vth0p7__lr0p0008__a8__ig0p8__ls1/MNIST_srm_FF_v2_20260414_194122_summary.json,./result/fintune/runs/srm__id039__tr1p5__trefr10__vth0p7__lr0p0008__a8__ig0p8__ls1/MNIST_srm_FF_v2_20260414_194122_best_model.pth,./result/fintune/runs/srm__id039__tr1p5__trefr10__vth0p7__lr0p0008__a8__ig0p8__ls1/MNIST_srm_FF_v2_20260414_194122_final_model.pth,DONE
srm__id040__tr2p5__trefr16__vth0p5__lr0p001__a4__ig1p2__ls1,srm,0.977,0.9768752116580895,82263706500.0,0.9762,0.9760778260231048,82263418500.0,./result/fintune/runs/srm__id040__tr2p5__trefr16__vth0p5__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_200815.csv,./result/fintune/runs/srm__id040__tr2p5__trefr16__vth0p5__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_200815_summary.json,./result/fintune/runs/srm__id040__tr2p5__trefr16__vth0p5__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_200815_best_model.pth,./result/fintune/runs/srm__id040__tr2p5__trefr16__vth0p5__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_200815_final_model.pth,DONE
srm__id041__tr1p5__trefr10__vth0p7__lr0p001__a6__ig0p8__ls1p2,srm,0.9753,0.97510072326885,80281901000.0,0.9745,0.9742944863967284,80272949000.0,./result/fintune/runs/srm__id041__tr1p5__trefr10__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_200815.csv,./result/fintune/runs/srm__id041__tr1p5__trefr10__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_200815_summary.json,./result/fintune/runs/srm__id041__tr1p5__trefr10__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_200815_best_model.pth,./result/fintune/runs/srm__id041__tr1p5__trefr10__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_200815_final_model.pth,DONE
srm__id043__tr1p5__trefr8__vth0p3__lr0p001__a6__ig0p8__ls0p8,srm,0.9771,0.9769194511576548,78754167500.0,0.9752,0.9749902167797014,78648765000.0,./result/fintune/runs/srm__id043__tr1p5__trefr8__vth0p3__lr0p001__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_203503.csv,./result/fintune/runs/srm__id043__tr1p5__trefr8__vth0p3__lr0p001__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_203503_summary.json,./result/fintune/runs/srm__id043__tr1p5__trefr8__vth0p3__lr0p001__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_203503_best_model.pth,./result/fintune/runs/srm__id043__tr1p5__trefr8__vth0p3__lr0p001__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_203503_final_model.pth,DONE
srm__id042__tr2__trefr10__vth1__lr0p0005__a6__ig1__ls1,srm,0.9715,0.9712719369185188,81890538500.0,0.9707,0.9705111080602564,81886243500.0,./result/fintune/runs/srm__id042__tr2__trefr10__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_203503.csv,./result/fintune/runs/srm__id042__tr2__trefr10__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_203503_summary.json,./result/fintune/runs/srm__id042__tr2__trefr10__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_203503_best_model.pth,./result/fintune/runs/srm__id042__tr2__trefr10__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_203503_final_model.pth,DONE
srm__id045__tr4__trefr6__vth0p7__lr0p0008__a4__ig1p2__ls1p2,srm,0.978,0.977838718098374,80145111000.0,0.977,0.9768230666672572,80092853000.0,./result/fintune/runs/srm__id045__tr4__trefr6__vth0p7__lr0p0008__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_210200.csv,./result/fintune/runs/srm__id045__tr4__trefr6__vth0p7__lr0p0008__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_210200_summary.json,./result/fintune/runs/srm__id045__tr4__trefr6__vth0p7__lr0p0008__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_210200_best_model.pth,./result/fintune/runs/srm__id045__tr4__trefr6__vth0p7__lr0p0008__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_210200_final_model.pth,DONE
srm__id044__tr3__trefr8__vth1__lr0p0005__a4__ig0p8__ls1p2,srm,0.9736,0.9734549972338484,86277376500.0,0.9735,0.9733236719873696,86268864000.0,./result/fintune/runs/srm__id044__tr3__trefr8__vth1__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_210200.csv,./result/fintune/runs/srm__id044__tr3__trefr8__vth1__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_210200_summary.json,./result/fintune/runs/srm__id044__tr3__trefr8__vth1__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_210200_best_model.pth,./result/fintune/runs/srm__id044__tr3__trefr8__vth1__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_210200_final_model.pth,DONE
srm__id047__tr2p5__trefr16__vth0p3__lr0p0008__a4__ig1p2__ls1,srm,0.9752,0.974965238897709,81594992500.0,0.9731,0.9728483872449022,81583797000.0,./result/fintune/runs/srm__id047__tr2p5__trefr16__vth0p3__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851.csv,./result/fintune/runs/srm__id047__tr2p5__trefr16__vth0p3__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851_summary.json,./result/fintune/runs/srm__id047__tr2p5__trefr16__vth0p3__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851_best_model.pth,./result/fintune/runs/srm__id047__tr2p5__trefr16__vth0p3__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851_final_model.pth,DONE
srm__id046__tr4__trefr12__vth0p3__lr0p001__a8__ig1p2__ls1,srm,0.9684,0.9680473306310616,77599557500.0,0.9669,0.9665743021043174,77589706000.0,./result/fintune/runs/srm__id046__tr4__trefr12__vth0p3__lr0p001__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851.csv,./result/fintune/runs/srm__id046__tr4__trefr12__vth0p3__lr0p001__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851_summary.json,./result/fintune/runs/srm__id046__tr4__trefr12__vth0p3__lr0p001__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851_best_model.pth,./result/fintune/runs/srm__id046__tr4__trefr12__vth0p3__lr0p001__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_212851_final_model.pth,DONE
dynsrm__id001__tr4__trefr6__vth0p3__lr0p0005__a8__ig0p8__ls1p2,dynsrm,0.9599,0.9593365544770102,77775138500.0,0.9591,0.9585053509831236,77681885500.0,./result/fintune/runs/dynsrm__id001__tr4__trefr6__vth0p3__lr0p0005__a8__ig0p8__ls1p2/MNIST_dynsrm_FF_v2_20260414_232637.csv,./result/fintune/runs/dynsrm__id001__tr4__trefr6__vth0p3__lr0p0005__a8__ig0p8__ls1p2/MNIST_dynsrm_FF_v2_20260414_232637_summary.json,./result/fintune/runs/dynsrm__id001__tr4__trefr6__vth0p3__lr0p0005__a8__ig0p8__ls1p2/MNIST_dynsrm_FF_v2_20260414_232637_best_model.pth,./result/fintune/runs/dynsrm__id001__tr4__trefr6__vth0p3__lr0p0005__a8__ig0p8__ls1p2/MNIST_dynsrm_FF_v2_20260414_232637_final_model.pth,DONE
dynsrm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1,dynsrm,0.977,0.9768541549740049,79131875000.0,0.9762,0.9760179201679896,79127943500.0,./result/fintune/runs/dynsrm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_dynsrm_FF_v2_20260414_232637.csv,./result/fintune/runs/dynsrm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_dynsrm_FF_v2_20260414_232637_summary.json,./result/fintune/runs/dynsrm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_dynsrm_FF_v2_20260414_232637_best_model.pth,./result/fintune/runs/dynsrm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_dynsrm_FF_v2_20260414_232637_final_model.pth,DONE
dynsrm__id003__tr2p5__trefr6__vth0p7__lr0p0008__a4__ig1__ls0p8,dynsrm,0.9789,0.9787223389788912,82273857000.0,0.9781,0.9779277449312735,82120960500.0,./result/fintune/runs/dynsrm__id003__tr2p5__trefr6__vth0p7__lr0p0008__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260414_235346.csv,./result/fintune/runs/dynsrm__id003__tr2p5__trefr6__vth0p7__lr0p0008__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260414_235346_summary.json,./result/fintune/runs/dynsrm__id003__tr2p5__trefr6__vth0p7__lr0p0008__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260414_235346_best_model.pth,./result/fintune/runs/dynsrm__id003__tr2p5__trefr6__vth0p7__lr0p0008__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260414_235346_final_model.pth,DONE
dynsrm__id002__tr2p5__trefr12__vth1__lr0p001__a8__ig1p5__ls1p2,dynsrm,0.977,0.9768087357231596,77806931000.0,0.9762,0.9760194865906436,77806953500.0,./result/fintune/runs/dynsrm__id002__tr2p5__trefr12__vth1__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260414_235346.csv,./result/fintune/runs/dynsrm__id002__tr2p5__trefr12__vth1__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260414_235346_summary.json,./result/fintune/runs/dynsrm__id002__tr2p5__trefr12__vth1__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260414_235346_best_model.pth,./result/fintune/runs/dynsrm__id002__tr2p5__trefr12__vth1__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260414_235346_final_model.pth,DONE
dynsrm__id004__tr2__trefr10__vth0p7__lr0p0005__a4__ig1p2__ls1p2,dynsrm,0.9756,0.9754242418963568,83084017000.0,0.9747,0.9745124461147968,83030361000.0,./result/fintune/runs/dynsrm__id004__tr2__trefr10__vth0p7__lr0p0005__a4__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_002047.csv,./result/fintune/runs/dynsrm__id004__tr2__trefr10__vth0p7__lr0p0005__a4__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_002047_summary.json,./result/fintune/runs/dynsrm__id004__tr2__trefr10__vth0p7__lr0p0005__a4__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_002047_best_model.pth,./result/fintune/runs/dynsrm__id004__tr2__trefr10__vth0p7__lr0p0005__a4__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_002047_final_model.pth,DONE
dynsrm__id005__tr2__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls0p8,dynsrm,0.9712,0.9710002386182016,79581862000.0,0.9705,0.9702714751265822,79570136500.0,./result/fintune/runs/dynsrm__id005__tr2__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls0p8/MNIST_dynsrm_FF_v2_20260415_002047.csv,./result/fintune/runs/dynsrm__id005__tr2__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls0p8/MNIST_dynsrm_FF_v2_20260415_002047_summary.json,./result/fintune/runs/dynsrm__id005__tr2__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls0p8/MNIST_dynsrm_FF_v2_20260415_002047_best_model.pth,./result/fintune/runs/dynsrm__id005__tr2__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls0p8/MNIST_dynsrm_FF_v2_20260415_002047_final_model.pth,DONE
dynsrm__id007__tr1p5__trefr16__vth1__lr0p001__a6__ig0p8__ls1,dynsrm,0.9648,0.9645057342171957,82031468500.0,0.9639,0.9635905517707404,81943219000.0,./result/fintune/runs/dynsrm__id007__tr1p5__trefr16__vth1__lr0p001__a6__ig0p8__ls1/MNIST_dynsrm_FF_v2_20260415_004754.csv,./result/fintune/runs/dynsrm__id007__tr1p5__trefr16__vth1__lr0p001__a6__ig0p8__ls1/MNIST_dynsrm_FF_v2_20260415_004754_summary.json,./result/fintune/runs/dynsrm__id007__tr1p5__trefr16__vth1__lr0p001__a6__ig0p8__ls1/MNIST_dynsrm_FF_v2_20260415_004754_best_model.pth,./result/fintune/runs/dynsrm__id007__tr1p5__trefr16__vth1__lr0p001__a6__ig0p8__ls1/MNIST_dynsrm_FF_v2_20260415_004754_final_model.pth,DONE
dynsrm__id006__tr4__trefr6__vth1__lr0p001__a8__ig1p2__ls1,dynsrm,0.9762,0.9759952160353405,77725477000.0,0.9752,0.9750040496557008,77724699000.0,./result/fintune/runs/dynsrm__id006__tr4__trefr6__vth1__lr0p001__a8__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_004754.csv,./result/fintune/runs/dynsrm__id006__tr4__trefr6__vth1__lr0p001__a8__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_004754_summary.json,./result/fintune/runs/dynsrm__id006__tr4__trefr6__vth1__lr0p001__a8__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_004754_best_model.pth,./result/fintune/runs/dynsrm__id006__tr4__trefr6__vth1__lr0p001__a8__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_004754_final_model.pth,DONE
dynsrm__id009__tr2p5__trefr10__vth0p5__lr0p0008__a4__ig1p5__ls1,dynsrm,0.9771,0.9769073572175362,80781006000.0,0.9759,0.9757224302000134,80780817500.0,./result/fintune/runs/dynsrm__id009__tr2p5__trefr10__vth0p5__lr0p0008__a4__ig1p5__ls1/MNIST_dynsrm_FF_v2_20260415_011506.csv,./result/fintune/runs/dynsrm__id009__tr2p5__trefr10__vth0p5__lr0p0008__a4__ig1p5__ls1/MNIST_dynsrm_FF_v2_20260415_011506_summary.json,./result/fintune/runs/dynsrm__id009__tr2p5__trefr10__vth0p5__lr0p0008__a4__ig1p5__ls1/MNIST_dynsrm_FF_v2_20260415_011506_best_model.pth,./result/fintune/runs/dynsrm__id009__tr2p5__trefr10__vth0p5__lr0p0008__a4__ig1p5__ls1/MNIST_dynsrm_FF_v2_20260415_011506_final_model.pth,DONE
dynsrm__id008__tr2p5__trefr10__vth1__lr0p001__a4__ig1p2__ls1,dynsrm,0.9757,0.9755284980422892,82928338000.0,0.9745,0.974357576483083,82927970500.0,./result/fintune/runs/dynsrm__id008__tr2p5__trefr10__vth1__lr0p001__a4__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_011506.csv,./result/fintune/runs/dynsrm__id008__tr2p5__trefr10__vth1__lr0p001__a4__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_011506_summary.json,./result/fintune/runs/dynsrm__id008__tr2p5__trefr10__vth1__lr0p001__a4__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_011506_best_model.pth,./result/fintune/runs/dynsrm__id008__tr2p5__trefr10__vth1__lr0p001__a4__ig1p2__ls1/MNIST_dynsrm_FF_v2_20260415_011506_final_model.pth,DONE
dynsrm__id011__tr2__trefr6__vth1__lr0p0008__a6__ig1__ls1p2,dynsrm,0.9776,0.9774340907514872,80114448000.0,0.9766,0.9764583415098615,80094181500.0,./result/fintune/runs/dynsrm__id011__tr2__trefr6__vth1__lr0p0008__a6__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_014245.csv,./result/fintune/runs/dynsrm__id011__tr2__trefr6__vth1__lr0p0008__a6__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_014245_summary.json,./result/fintune/runs/dynsrm__id011__tr2__trefr6__vth1__lr0p0008__a6__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_014245_best_model.pth,./result/fintune/runs/dynsrm__id011__tr2__trefr6__vth1__lr0p0008__a6__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_014245_final_model.pth,DONE
dynsrm__id010__tr2p5__trefr12__vth1__lr0p0005__a8__ig1p5__ls0p8,dynsrm,0.9727,0.9725741314688328,78784198000.0,0.971,0.9708337121608884,78775937500.0,./result/fintune/runs/dynsrm__id010__tr2p5__trefr12__vth1__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_014245.csv,./result/fintune/runs/dynsrm__id010__tr2p5__trefr12__vth1__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_014245_summary.json,./result/fintune/runs/dynsrm__id010__tr2p5__trefr12__vth1__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_014245_best_model.pth,./result/fintune/runs/dynsrm__id010__tr2p5__trefr12__vth1__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_014245_final_model.pth,DONE
dynsrm__id012__tr1p5__trefr16__vth0p5__lr0p0008__a6__ig1p2__ls1p2,dynsrm,0.9755,0.9753606695291186,79292012500.0,0.9742,0.9740175982232736,79290320000.0,./result/fintune/runs/dynsrm__id012__tr1p5__trefr16__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_020949.csv,./result/fintune/runs/dynsrm__id012__tr1p5__trefr16__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_020949_summary.json,./result/fintune/runs/dynsrm__id012__tr1p5__trefr16__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_020949_best_model.pth,./result/fintune/runs/dynsrm__id012__tr1p5__trefr16__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_dynsrm_FF_v2_20260415_020949_final_model.pth,DONE
dynsrm__id013__tr2p5__trefr10__vth0p5__lr0p0005__a4__ig1__ls0p8,dynsrm,0.9737,0.973503033900605,83204217000.0,0.9733,0.9731458551789528,82992615500.0,./result/fintune/runs/dynsrm__id013__tr2p5__trefr10__vth0p5__lr0p0005__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_020949.csv,./result/fintune/runs/dynsrm__id013__tr2p5__trefr10__vth0p5__lr0p0005__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_020949_summary.json,./result/fintune/runs/dynsrm__id013__tr2p5__trefr10__vth0p5__lr0p0005__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_020949_best_model.pth,./result/fintune/runs/dynsrm__id013__tr2p5__trefr10__vth0p5__lr0p0005__a4__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_020949_final_model.pth,DONE
dynsrm__id015__tr1p5__trefr8__vth1__lr0p001__a6__ig0p8__ls0p8,dynsrm,0.9676,0.9673884783443158,82234647500.0,0.9666,0.9663488831477912,82226634000.0,./result/fintune/runs/dynsrm__id015__tr1p5__trefr8__vth1__lr0p001__a6__ig0p8__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651.csv,./result/fintune/runs/dynsrm__id015__tr1p5__trefr8__vth1__lr0p001__a6__ig0p8__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651_summary.json,./result/fintune/runs/dynsrm__id015__tr1p5__trefr8__vth1__lr0p001__a6__ig0p8__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651_best_model.pth,./result/fintune/runs/dynsrm__id015__tr1p5__trefr8__vth1__lr0p001__a6__ig0p8__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651_final_model.pth,DONE
dynsrm__id014__tr3__trefr6__vth0p3__lr0p0005__a8__ig1p5__ls0p8,dynsrm,0.9518,0.9512408494222748,77827392500.0,0.9494,0.9488029120827232,77826364500.0,./result/fintune/runs/dynsrm__id014__tr3__trefr6__vth0p3__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651.csv,./result/fintune/runs/dynsrm__id014__tr3__trefr6__vth0p3__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651_summary.json,./result/fintune/runs/dynsrm__id014__tr3__trefr6__vth0p3__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651_best_model.pth,./result/fintune/runs/dynsrm__id014__tr3__trefr6__vth0p3__lr0p0005__a8__ig1p5__ls0p8/MNIST_dynsrm_FF_v2_20260415_023651_final_model.pth,DONE
dynsrm__id017__tr2p5__trefr8__vth0p7__lr0p001__a8__ig1__ls1p2,dynsrm,0.9768,0.9766154082498486,77734972000.0,0.976,0.975852773863692,77731487000.0,./result/fintune/runs/dynsrm__id017__tr2p5__trefr8__vth0p7__lr0p001__a8__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351.csv,./result/fintune/runs/dynsrm__id017__tr2p5__trefr8__vth0p7__lr0p001__a8__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351_summary.json,./result/fintune/runs/dynsrm__id017__tr2p5__trefr8__vth0p7__lr0p001__a8__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351_best_model.pth,./result/fintune/runs/dynsrm__id017__tr2p5__trefr8__vth0p7__lr0p001__a8__ig1__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351_final_model.pth,DONE
dynsrm__id016__tr2__trefr12__vth0p3__lr0p001__a8__ig1p5__ls1p2,dynsrm,0.9682,0.9678807865794982,77801906000.0,0.9671,0.9667362301392946,77712877500.0,./result/fintune/runs/dynsrm__id016__tr2__trefr12__vth0p3__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351.csv,./result/fintune/runs/dynsrm__id016__tr2__trefr12__vth0p3__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351_summary.json,./result/fintune/runs/dynsrm__id016__tr2__trefr12__vth0p3__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351_best_model.pth,./result/fintune/runs/dynsrm__id016__tr2__trefr12__vth0p3__lr0p001__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_030351_final_model.pth,DONE
dynsrm__id019__tr4__trefr10__vth0p7__lr0p0008__a8__ig1p5__ls1p2,dynsrm,0.9728,0.9725785584705424,77803850500.0,0.9722,0.9719710655085148,77776707000.0,./result/fintune/runs/dynsrm__id019__tr4__trefr10__vth0p7__lr0p0008__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_033053.csv,./result/fintune/runs/dynsrm__id019__tr4__trefr10__vth0p7__lr0p0008__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_033053_summary.json,./result/fintune/runs/dynsrm__id019__tr4__trefr10__vth0p7__lr0p0008__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_033053_best_model.pth,./result/fintune/runs/dynsrm__id019__tr4__trefr10__vth0p7__lr0p0008__a8__ig1p5__ls1p2/MNIST_dynsrm_FF_v2_20260415_033053_final_model.pth,DONE
dynsrm__id018__tr4__trefr10__vth0p3__lr0p001__a6__ig1__ls0p8,dynsrm,0.9745,0.9742518602114322,78328942000.0,0.9735,0.973263447167308,78325963500.0,./result/fintune/runs/dynsrm__id018__tr4__trefr10__vth0p3__lr0p001__a6__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_033053.csv,./result/fintune/runs/dynsrm__id018__tr4__trefr10__vth0p3__lr0p001__a6__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_033053_summary.json,./result/fintune/runs/dynsrm__id018__tr4__trefr10__vth0p3__lr0p001__a6__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_033053_best_model.pth,./result/fintune/runs/dynsrm__id018__tr4__trefr10__vth0p3__lr0p001__a6__ig1__ls0p8/MNIST_dynsrm_FF_v2_20260415_033053_final_model.pth,DONE
